pid,trial_index,action_time,actions,block,path,queries,reward,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trialTime,trial_type
0,0,"[10291, 11871, 14416]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5'], 'time': [3821]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1'], 'time': [2578, 3582, 5534]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '5'], 'time': [2632, 4264, 5317]}, 'edge': {'target': [], 'time': []}}}","[-20, 50, -50]","[112366.19999998808, 32095.29999999702, 10288.20000000298]",0,0,-21,"[None, None, None]","['', -20, 50, 100, -50, -1000, -50, 100, -50, -50, 100, 50, 100]",112462,[],mouselab-mdp
0,1,"[1310, 4318, 6873]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1'], 'time': [None]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[100, -50, 50]","[1078.7000000029802, 2036.5, 1308.6000000089407]",0,5,100,"[None, None, None]","['', -50, 50, -50, -50, -50, 50, 50, -50, 100, -50, 50, -50]",144562,[],mouselab-mdp
0,2,"[20948, 21636, 22404]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['1', '4', '2', '5', '6', '8', '7', '9', '10', '11', '12'], 'time': [3646, 6088, 7042, 9144, 9940, 10559, 11600, 14061, 15207, 15998, 16956]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '2', '4', '2', '0', '5', '6', '6', '5', '6', '8', '7', '11', '9', '10', '10', '11', '12'], 'time': [None, 5544, 5893, 6962, 8013, 8130, 8430, 8881, 8998, 9815, 10363, 11501, 13536, 13936, 14670, 15101, 15721, 16505]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '2', '4', '2', '1', '0', '5', '6', '6', '5', '6', '8', '6', '7', '11', '9', '10', '10', '11', '10', '12'], 'time': [5444, 5845, 6713, 7364, 7947, 8028, 8380, 8497, 8981, 9415, 10249, 11100, 11333, 13103, 13719, 14636, 14718, 15621, 16419, 16470, 17273]}, 'edge': {'target': [], 'time': []}}}","[50, -50, 50]","[2509.2999999970198, 2018.5999999940395, 20946.39999999106]",0,[],39,"[None, None, None]","['', 50, -50, -20, -50, 50, -50, 50, -20, -50, -1000, -50, 50]",162081,[],mouselab-mdp
0,3,"[3940, 5122, 6980]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-50, 50, -20]","[193.5, 274.29999999701977, 3938.3999999910593]",0,[],-20,"[None, None, None]","['', -50, 50, -20, -20, 50, 50, -50, 50, 50, -50, -50, -50]",171403,[],mouselab-mdp
0,4,"[926, 2110, 12271]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}}","[-50, -50, -50]","[682.2999999970198, 1355.9000000059605, 924.0999999940395]",0,[],-150,"[None, None, None]","['', 100, -50, 50, -20, 50, 100, 100, -50, -50, -50, -50, -50]",195883,[],mouselab-mdp
0,5,"[6030, 6764, 7531]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '7', '8'], 'time': [2496, 3405, 4114, 5042]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '7', '8'], 'time': [2387, 3391, 3891, 5038]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '6', '7', '6', '8'], 'time': [3174, 3824, 4575, 4842, 5326]}, 'edge': {'target': [], 'time': []}}}","[50, 100, 100]","[681.7999999970198, 9658.10000000894, 6028.29999999702]",0,[],246,"[None, None, None]","['', -20, 50, -50, -50, 50, 100, -50, 100, 50, 100, 50, -50]",205995,[],mouselab-mdp
0,6,"[4461, 5165, 6205]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['1', '2', '4', '3'], 'time': [1325, 1964, 2630, 3391]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '1', '2', '4', '3', '7'], 'time': [931, 1215, 1800, 2535, 3052, 3885]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '1', '2', '4', '2', '3', '7'], 'time': [984, 1735, 2318, 2952, 3001, 3868, 3903]}, 'edge': {'target': [], 'time': []}}}","[50, 50, 50]","[193.20000000298023, 276.29999999701977, 4460.20000000298]",0,[],146,"[None, None, None]","['', 50, 50, 50, -1000, -20, 50, -50, 50, -1000, -1000, -1000, -50]",220716,[],mouselab-mdp
0,7,"[6523, 7290, 8043]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['9', '10', '11', '12'], 'time': [2168, 2776, 3383, 3900]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '0', '9', '10', '11', '12', '0', '0', '1'], 'time': [1778, 1843, 1895, 2561, 3194, 3711, 5212, 5346, 5548]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '0', '9', '10', '11', '10', '12', '0', '0', '1', '5'], 'time': [1792, 1861, 2496, 3112, 3563, 3663, 4097, 5263, 5381, 6097, 9519]}, 'edge': {'target': [], 'time': []}}}","[100, -20, 100]","[206.8999999910593, 549.4000000059605, 6522]",0,[],176,"[None, None, None]","['', -20, 100, 50, -50, 100, -50, -50, 50, 100, -20, 100, -1000]",230104,[],mouselab-mdp
0,8,"[27532, 28296, 29065]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['1', '2', '4', '3', '9', '10', '11', '12', '5', '6', '7', '8'], 'time': [1723, 2334, 3051, 3639, 9358, 21774, 22303, 23322, 24358, 24936, 25613, 26252]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '1', '2', '4', '4', '3', '7', '9', '5', '6', '11', '10', '11', '12', '5', '6', '7', '8'], 'time': [1070, 1284, 1552, 2152, 2671, 2820, 3355, 3887, 9281, 9945, 9963, 21423, 21624, 22141, 22922, 24243, 24743, 25527, 26043]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '1', '2', '4', '4', '2', '3', '7', '9', '9', '5', '6', '9', '11', '10', '11', '10', '12', '5', '6', '7', '6', '8'], 'time': [1103, 1320, 2104, 2638, 2702, 3255, 3322, 3822, 3903, 9762, 9911, 9962, 9976, 21139, 21590, 22088, 22506, 22689, 23727, 24676, 25275, 25879, 25975, 26478]}, 'edge': {'target': [], 'time': []}}}","[-20, 100, 100]","[274.20000000298023, 260.69999998807907, 27529.29999999702]",0,[],168,"[None, None, None]","['', 50, -20, -20, -50, -20, 100, -50, 100, 50, -20, -50, 50]",238199,[],mouselab-mdp
0,9,"[16207, 17438, 18350]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['9', '10', '11', '12', '1', '2', '4', '3', '5', '6', '7', '8'], 'time': [2187, 2861, 3368, 3978, 4896, 5347, 5778, 6275, 10262, 11015, 11537, 12044]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '0', '9', '10', '11', '12', '5', '1', '2', '4', '3', '7', '6', '5', '6', '7', '8'], 'time': [1605, 1870, 2104, 2652, 3186, 3822, 4523, 4639, 5173, 5522, 6024, 6992, 9889, 10040, 10723, 11388, 11841]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '0', '9', '10', '11', '10', '12', '5', '1', '2', '4', '2', '3', '7', '6', '5', '6', '7', '6', '8'], 'time': [1620, 1887, 2605, 3138, 3589, 3706, 4221, 4554, 5090, 5505, 5939, 5992, 6875, 7006, 9954, 10571, 11324, 11672, 11807, 12206]}, 'edge': {'target': [], 'time': []}}}","[50, 50, -50]","[262.29999999701977, 264.09999999403954, 16160.79999999702]",0,[],38,"[None, None, None]","['', 50, -1000, 100, 50, -50, 50, -50, -1000, 50, 50, -50, -50]",248615,[],mouselab-mdp
0,10,"[10281, 10986, 11674]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '8', '7', '1', '2', '4', '3', '12', '10', '11', '9'], 'time': [1719, 2219, 3562, 4112, 4826, 5364, 6023, 6720, 7852, 8319, 8765, 9239]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '7', '8', '7', '1', '2', '4', '4', '3', '12', '10', '11', '9'], 'time': [1642, 2075, 2957, 3510, 3877, 4695, 5128, 5528, 5910, 6396, 7731, 8232, 8583, 9032]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '6', '7', '6', '8', '6', '7', '6', '5', '1', '2', '4', '4', '2', '3', '1', '12', '10', '11', '9'], 'time': [1992, 2473, 3193, 3427, 3742, 3811, 4376, 4478, 4562, 4960, 5494, 5579, 6177, 6227, 7262, 7311, 8013, 8515, 8947, 9432]}, 'edge': {'target': [], 'time': []}}}","[50, -20, 50]","[741.7999999970198, 420.5, 10279.800000011921]",0,[],68,"[None, None, None]","['', -1000, -20, -50, -50, 50, -20, -20, 50, -1000, -50, -1000, -20]",279642,[],mouselab-mdp
0,11,"[82873, 84184, 85032]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '9', '10', '11', '12'], 'time': [69792, 70325, 70720, 71204, 72102, 72487, 72923, 73395, 74062, 74471, 74946, 75503]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '1', '2', '4', '3', '5', '6', '7', '8', '9', '10', '11', '12', '0'], 'time': [602, 69616, 70234, 70585, 71139, 71987, 72368, 72804, 73255, 73922, 74467, 74737, 75457, 75940]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '1', '2', '4', '2', '3', '5', '6', '7', '6', '8', '9', '10', '11', '10', '12', '9', '0', '5', '6'], 'time': [618, 70049, 70486, 70884, 70985, 71553, 72305, 72754, 73085, 73222, 73605, 74239, 74653, 75137, 75223, 75740, 75857, 76124, 76188, 76258]}, 'edge': {'target': [], 'time': []}}}","[50, 100, -50]","[199.29999999701977, 185.6000000089407, 82808.60000000894]",0,[],88,"[None, None, None]","['', 50, -50, 100, -50, 50, -50, 50, 100, 50, 100, -50, -50]",299924,[],mouselab-mdp
0,12,"[18213, 19013, 19701]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '2', '3', '4', '5', '6', '8', '7', '9', '10', '11', '12'], 'time': [9530, 10577, 11056, 11574, 12636, 13054, 13437, 13974, 14719, 15113, 15439, 16067]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '2', '3', '4', '0', '5', '6', '8', '7', '0', '0', '9', '10', '11', '12'], 'time': [9420, 10504, 10974, 11391, 12325, 12475, 13026, 13326, 13876, 14310, 14444, 14611, 14925, 15378, 15745]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '2', '3', '2', '4', '1', '0', '5', '6', '8', '6', '7', '0', '0', '9', '10', '11', '10', '12', '8', '8'], 'time': [9736, 10773, 11194, 11241, 11741, 11872, 12356, 12874, 13258, 13607, 13710, 14132, 14327, 14477, 14911, 15259, 15568, 15678, 16211, 16377, 20884]}, 'edge': {'target': [], 'time': []}}}","[-50, 50, 100]","[820.5, 346.1000000089407, 18211.79999999702]",0,[],88,"[None, None, None]","['', 50, -20, -50, 100, 50, 50, -50, -50, -50, 50, 50, 100]",313891,[],mouselab-mdp
0,13,"[14494, 15293, 15950]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['1', '4', '2', '3', '5', '6', '8', '7', '9', '10', '11', '12'], 'time': [6464, 6943, 7292, 7632, 8297, 8658, 9374, 10023, 10975, 11399, 11702, 12926]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '1', '4', '2', '3', '5', '6', '8', '7', '7', '9', '10', '11', '12'], 'time': [6120, 6199, 6385, 6870, 7119, 7487, 8171, 8505, 9186, 9536, 9923, 10724, 11272, 11574, 12807]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '1', '4', '2', '3', '5', '6', '8', '6', '7', '7', '9', '10', '11', '10', '12'], 'time': [6149, 6268, 6669, 7068, 7435, 7871, 8453, 8871, 9503, 9520, 9570, 10273, 11140, 11522, 11857, 11958, 13090]}, 'edge': {'target': [], 'time': []}}}","[100, -50, 50]","[296.20000000298023, 183.40000000596046, 14492.70000000298]",0,[],88,"[None, None, None]","['', -50, 50, 50, -50, 100, -50, 50, 50, -50, -50, 50, -1000]",400657,[],mouselab-mdp
0,14,"[23599, 24623, 25374]","['right', 'right', 'down']",training,"['0', '5', '6', '8']","{'click': {'state': {'target': ['2', '1', '4', '3', '7', '6', '5', '8', '9', '10', '11', '12'], 'time': [16129, 16821, 17491, 18043, 18655, 19124, 19594, 20032, 20905, 21422, 21961, 22552]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['2', '1', '4', '3', '7', '6', '5', '8', '9', '10', '11', '12'], 'time': [15880, 16331, 17380, 17850, 18500, 18933, 19401, 19851, 20836, 21136, 21887, 22387]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['2', '1', '4', '2', '3', '7', '6', '5', '8', '9', '10', '11', '10', '12', '8'], 'time': [16263, 17066, 17700, 17781, 18267, 18851, 19335, 19768, 20235, 21086, 21670, 22118, 22321, 22721, 26592]}, 'edge': {'target': [], 'time': []}}}","[50, -50, 100]","[291.8999999910593, 151.6000000089407, 23558.19999998808]",0,[],88,"[None, None, None]","['', -50, 100, -20, -1000, 50, -50, 100, 100, -1000, -20, -50, -1000]",422306,[],mouselab-mdp
0,15,"[10871, 11478, 12214]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '6', '7', '8', '1', '4', '2', '3', '11', '10', '12', '9'], 'time': [1434, 1911, 2389, 2875, 3605, 4378, 5185, 5851, 8549, 8917, 9255, 9833]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '7', '8', '0', '1', '4', '2', '3', '11', '10', '12', '9'], 'time': [1247, 1715, 2165, 2732, 3266, 3400, 4184, 4983, 5502, 8488, 8821, 9239, 9720]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '6', '7', '6', '8', '0', '1', '4', '2', '3', '7', '1', '11', '10', '12', '9', '8'], 'time': [1613, 2115, 2547, 2649, 3081, 3315, 4067, 4934, 5418, 6419, 7837, 7937, 8702, 9086, 9437, 10023, 10290]}, 'edge': {'target': [], 'time': []}}}","[100, 100, 100]","[530.2000000029802, 248.5, 10870.20000000298]",0,[],288,"[None, None, None]","['', 100, 100, 100, -20, -1000, -50, 100, -50, -20, 50, -50, -20]",439941,[],mouselab-mdp
0,16,"[10362, 11033, 11673]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['9', '10', '12', '11', '4', '2', '1', '3', '5', '6', '8', '7'], 'time': [1948, 2533, 3109, 3657, 4358, 4762, 5241, 5652, 6323, 6705, 7052, 7496]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '9', '10', '12', '11', '4', '2', '1', '3', '5', '6', '8', '7'], 'time': [1497, 1697, 2247, 2948, 3466, 4250, 4600, 5117, 5416, 6268, 6585, 7002, 7384]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['12', '9', '10', '12', '11', '4', '2', '1', '3', '5', '6', '8', '6', '7'], 'time': [1547, 2198, 2798, 3380, 3900, 4531, 4950, 5382, 5868, 6501, 6903, 7217, 7303, 7723]}, 'edge': {'target': [], 'time': []}}}","[-20, -50, 50]","[101.29999999701977, 236.59999999403954, 10360.5]",0,[],-32,"[None, None, None]","['', -20, -50, 50, 50, -20, -20, -50, -50, -1000, -50, -20, 50]",467450,[],mouselab-mdp
0,17,"[8405, 9044, 9668]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['5', '6', '8', '7', '1', '2', '4', '3', '9', '10', '11', '12'], 'time': [1346, 1807, 2569, 3195, 3728, 4149, 4660, 5151, 6321, 6648, 6974, 7437]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '8', '7', '1', '2', '4', '4', '3', '0', '0', '9', '10', '11', '12'], 'time': [1212, 1628, 2559, 3152, 3586, 3970, 4351, 4570, 4918, 5571, 5688, 6169, 6506, 6856, 7405]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '6', '8', '6', '7', '1', '2', '4', '4', '2', '3', '0', '0', '8', '9', '10', '11', '10', '12'], 'time': [1527, 2442, 2776, 2862, 3383, 3884, 4320, 4384, 4819, 4887, 5319, 5586, 5705, 5955, 6453, 6787, 7204, 7306, 7588]}, 'edge': {'target': [], 'time': []}}}","[50, 100, 50]","[174.1000000089407, 147.5, 8362]",0,[],188,"[None, None, None]","['', 50, 100, 50, -20, -1000, 100, 50, -50, -50, 100, -50, 50]",481818,[],mouselab-mdp
0,18,"[10273, 12945, 13921]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '10', '9', '11', '12'], 'time': [1280, 1781, 2262, 2731, 3223, 3902, 4507, 5407, 6343, 6715, 7730, 8167]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '0', '1', '2', '4', '3', '5', '6', '7', '8', '9', '10', '9', '11', '11', '12'], 'time': [879, 1026, 1159, 1646, 2096, 2479, 3147, 3512, 4296, 5164, 6033, 6233, 6617, 7350, 7635, 8035]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '1', '2', '4', '2', '3', '5', '6', '7', '6', '8', '9', '10', '9', '11', '10', '11', '10', '12'], 'time': [944, 1043, 1546, 2029, 2411, 2445, 2896, 3446, 4181, 4850, 4982, 5814, 6065, 6550, 6851, 7385, 7533, 7849, 7934, 8317]}, 'edge': {'target': [], 'time': []}}}","[50, 50, -50]","[132.1000000089407, 122.8999999910593, 10272.09999999404]",0,[],38,"[None, None, None]","['', -20, 50, -50, -50, -20, 50, -1000, 50, 50, 50, -20, -50]",500029,[],mouselab-mdp
0,19,"[9897, 10555, 11355]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['5', '6', '8', '7', '1', '2', '4', '3', '11', '10', '12', '9'], 'time': [1862, 2339, 2825, 3435, 5076, 5591, 6005, 6767, 7447, 7837, 8223, 8728]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['6', '5', '6', '8', '7', '1', '2', '4', '3', '3', '11', '10', '12', '9'], 'time': [1606, 1705, 2189, 2673, 3223, 5009, 5526, 5807, 6226, 6610, 7361, 7678, 8144, 8629]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '6', '8', '7', '1', '2', '4', '2', '3', '3', '11', '10', '12', '9'], 'time': [1671, 2156, 2623, 3055, 3691, 5359, 5773, 6175, 6210, 6243, 6925, 7593, 8011, 8377, 8894]}, 'edge': {'target': [], 'time': []}}}","[100, 50, 100]","[2170.4000000059605, 476.40000000596046, 9895.79999999702]",0,[],238,"[None, None, None]","['', 50, -50, -50, -50, 100, 50, 100, -20, 100, -20, 50, -50]",512100,[],mouselab-mdp
0,20,"[8632, 9271, 9896]","['up', 'up', 'right']",training,"['0', '1', '2', '3']","{'click': {'state': {'target': ['1', '2', '4', '3', '8', '6', '5', '7', '9', '10', '11', '12'], 'time': [1373, 1838, 2300, 2859, 4468, 4818, 5347, 5835, 6426, 6821, 7174, 7612]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '1', '2', '4', '3', '6', '8', '6', '5', '7', '9', '10', '11', '12'], 'time': [1059, 1242, 1742, 2142, 2810, 3410, 4328, 4645, 5176, 5813, 6263, 6613, 7047, 7447]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '1', '2', '4', '2', '3', '6', '8', '6', '5', '7', '5', '9', '10', '11', '10', '12'], 'time': [1140, 1576, 2110, 2442, 2493, 3260, 3460, 4609, 5012, 5511, 5978, 6130, 6561, 6978, 7297, 7397, 7780]}, 'edge': {'target': [], 'time': []}}}","[50, 50, 100]","[155.09999999403954, 303.90000000596046, 8630.40000000596]",0,[],188,"[None, None, None]","['', 50, 50, 100, 100, -50, 100, 50, -50, -20, -20, -20, -50]",527714,[],mouselab-mdp
0,21,"[8090, 8776, 9498]","['up', 'up', 'left']",training,"['0', '1', '2', '4']","{'click': {'state': {'target': ['5', '6', '7', '8', '1', '4', '2', '3'], 'time': [3785, 4172, 4570, 4983, 5513, 6342, 6692, 7136]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '5', '6', '7', '8', '1', '4', '2', '3'], 'time': [3260, 3643, 4043, 4510, 4861, 5344, 6212, 6562, 7013]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '5', '6', '7', '6', '8', '5', '1', '4', '2', '3', '8'], 'time': [3309, 3958, 4377, 4708, 4812, 5142, 5243, 5644, 6511, 6896, 7430, 10904]}, 'edge': {'target': [], 'time': []}}}","[50, 50, 100]","[135.20000000298023, 126.20000000298023, 8087.899999991059]",0,[],192,"[None, None, None]","['', 50, 50, 50, 100, 100, -20, 50, -1000, -50, -50, -20, -50]",540754,[],mouselab-mdp
0,22,"[8789, 9511, 10182]","['left', 'left', 'down']",training,"['0', '9', '10', '12']","{'click': {'state': {'target': ['9', '10', '11', '12', '4', '3', '2', '1', '5', '6', '7', '8'], 'time': [1294, 1735, 2339, 3121, 3829, 4747, 5159, 5575, 5979, 6363, 6687, 7129]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '11', '11', '12', '4', '2', '3', '2', '1', '5', '6', '7', '8'], 'time': [1133, 1566, 1966, 2221, 2918, 3585, 4318, 4653, 4984, 5437, 5821, 6252, 6519, 7105]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '10', '11', '11', '10', '12', '9', '4', '2', '3', '2', '1', '5', '6', '7', '6', '8'], 'time': [1500, 1917, 2000, 2464, 2634, 3301, 3402, 4035, 4402, 4884, 5353, 5736, 6152, 6503, 6853, 6955, 7287]}, 'edge': {'target': [], 'time': []}}}","[50, 100, -20]","[192.19999998807907, 229.3999999910593, 8787.29999999702]",0,[],118,"[None, None, None]","['', 50, -50, 50, -20, -20, -50, 50, -50, 50, 100, -20, -20]",552402,[],mouselab-mdp
0,23,"[8928, 9554, 10242]","['right', 'right', 'up']",training,"['0', '5', '6', '7']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '10', '9', '11', '12'], 'time': [1351, 1760, 2154, 2744, 3229, 3568, 3892, 4342, 5139, 5416, 5894, 6648]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '1', '2', '4', '3', '5', '6', '7', '8', '10', '9', '11', '12', '12'], 'time': [943, 1290, 1659, 1976, 2410, 3061, 3478, 3726, 4159, 4977, 5278, 5680, 6128, 6480]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '2', '4', '2', '3', '5', '6', '7', '6', '8', '10', '9', '11', '10', '12', '12'], 'time': [1042, 1526, 1959, 2325, 2377, 2927, 3395, 3691, 4060, 4145, 4529, 5251, 5561, 6045, 6097, 6214, 6796]}, 'edge': {'target': [], 'time': []}}}","[-20, -20, 100]","[217.3999999910593, 171.5, 8927.199999988079]",0,[],48,"[None, None, None]","['', -20, -50, -50, -20, -20, -20, 100, -50, 50, -50, -50, -20]",564442,[],mouselab-mdp
0,24,"[14034, 14690, 15440]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8', '9', '11', '10', '12'], 'time': [6709, 7076, 7991, 8577, 9198, 9547, 9907, 10390, 11158, 12330, 12670, 13066]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '1', '2', '4', '4', '3', '5', '6', '7', '8', '0', '9', '10', '10', '11', '10', '12'], 'time': [6018, 6521, 6971, 7222, 7762, 8285, 9175, 9404, 9822, 10373, 10840, 11142, 11441, 11739, 12225, 12543, 12976]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '1', '2', '4', '4', '2', '3', '5', '6', '7', '6', '8', '0', '9', '10', '10', '11', '10', '12'], 'time': [6052, 6886, 7220, 7268, 8135, 8222, 8789, 9353, 9756, 10087, 10237, 10555, 10940, 11374, 11507, 11824, 12490, 12840, 13207]}, 'edge': {'target': [], 'time': []}}}","[50, 100, 100]","[137.20000000298023, 189.70000000298023, 14032.40000000596]",0,[],238,"[None, None, None]","['', 50, -50, 50, 100, -20, -50, -50, 100, 50, 100, 100, 100]",576506,[],mouselab-mdp
0,25,"[13638, 14340, 15892]","['left', 'left', 'up']",training,"['0', '9', '10', '11']","{'click': {'state': {'target': ['9', '10', '11', '12', '1', '2', '4', '3', '5', '6', '7', '8'], 'time': [1399, 2204, 2546, 3360, 4002, 4434, 4850, 5396, 5980, 6386, 6768, 7657]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '10', '11', '12', '12', '1', '2', '4', '3', '5', '6', '7', '8'], 'time': [1309, 1742, 2076, 2391, 2810, 3176, 3895, 4212, 4645, 5179, 5913, 6364, 6598, 7481]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '10', '10', '11', '10', '12', '12', '1', '2', '4', '2', '3', '5', '6', '7', '6', '8'], 'time': [1676, 1776, 2359, 2691, 2778, 2894, 3509, 4143, 4593, 4994, 5096, 5661, 6164, 6545, 6929, 7065, 7847]}, 'edge': {'target': [], 'time': []}}}","[100, -50, -20]","[160.30000001192093, 242.20000000298023, 13636.60000000894]",0,[],18,"[None, None, None]","['', 50, -1000, -20, -1000, -20, -20, 50, 50, 100, -50, -20, -50]",589130,[],mouselab-mdp
