pid,trial_index,action_time,actions,block,path,queries,reward,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trialTime,trial_type,reward_withheld
607eaaad77aa82a7a32b9c74,12,"[3257, 4449, 4969]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['8', '7'], 'time': [2075, 2379]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '8', '6', '7'], 'time': [1744, 1859, 2235, 2344]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '5', '8', '6', '7'], 'time': [1338, 1726, 1756, 2205, 2283, 2580]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 48]","[1803, 693, 19]",0,0,43,"[None, None, None]","['', 4, -4, 48, -48, -4, -4, 48, -48, 4, 4, -48, -24]",1374900,12386,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,13,"[2593, 3113, 3641]","['up', 'up', 'left']",test,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['4', '3'], 'time': [1347, 1900]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '2', '3', '3'], 'time': [1134, 1243, 1497, 1546, 1830]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '1', '9', '0', '1', '4', '2', '3', '3'], 'time': [582, 630, 776, 1067, 1164, 1473, 1527, 1588, 1983]}, 'edge': {'target': [], 'time': []}}}","[4, 8, 48]","[1696, 16, 23]",0,0,63,"[None, None, None]","['', 4, 8, -24, 48, -2, -4, 24, -24, -2, 4, 24, 24]",1385101,10170,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,14,"[3369, 3881, 4641]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['4', '3'], 'time': [2011, 2573]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '3'], 'time': [1739, 1817, 2454]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '0', '9', '0', '1', '4', '3'], 'time': [757, 775, 793, 950, 1648, 1763, 2242, 2720]}, 'edge': {'target': [], 'time': []}}}","[4, -4, 48]","[1936, 9, 254]",0,0,51,"[None, None, None]","['', 4, -4, 48, -48, 4, -4, 24, -24, 4, 8, -24, -48]",1395718,10586,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,15,"[5313, 6369, 6985]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['3', '4', '8', '7'], 'time': [2108, 2911, 3778, 4258]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '4', '4', '5', '8', '7'], 'time': [2042, 2594, 2836, 3467, 3691, 4194]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '5', '0', '3', '4', '4', '5', '8', '7'], 'time': [1078, 1309, 1860, 2236, 2600, 3115, 3479, 3933, 4733]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[3868, 556, 118]",0,0,57,"[None, None, None]","['', -2, 4, -48, -48, 4, 4, 48, -48, 2, 8, 24, 48]",1407847,12097,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,16,"[3367, 3879, 4495]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['4', '3', '7'], 'time': [1431, 1897, 2379]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '2', '3', '7', '6', '8'], 'time': [1184, 1342, 1627, 1730, 2191, 2693, 2760]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '1', '4', '2', '3', '7', '6', '8'], 'time': [808, 1075, 1209, 1578, 1694, 2063, 2548, 2706, 2833]}, 'edge': {'target': [], 'time': []}}}","[2, -8, 48]","[2432, 9, 116]",0,0,44,"[None, None, None]","['', 2, -4, 24, -24, 2, -8, 48, 48, 4, -4, 24, 48]",1418041,10160,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,17,"[4913, 5441, 6233]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['4', '3', '7', '8', '12', '11'], 'time': [1707, 2083, 2586, 3009, 3587, 3952]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '2', '3', '7', '6', '8', '12', '10', '11', '6'], 'time': [1369, 1527, 1885, 1963, 2527, 2866, 2921, 3327, 3721, 3812, 4164]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '1', '4', '2', '3', '7', '6', '8', '12', '10', '11', '6'], 'time': [684, 757, 1424, 1854, 1933, 2376, 2848, 2891, 3212, 3703, 3764, 4097, 4176]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 24]","[3756, 29, 293]",0,0,15,"[None, None, None]","['', -4, -4, 24, -48, 2, 4, -24, -48, -2, -8, -24, 24]",1428218,10146,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,18,"[5280, 5816, 6400]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['4', '3', '7', '8', '12', '11'], 'time': [1758, 2150, 2675, 3057, 3809, 4071]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '2', '3', '7', '6', '8', '12', '12', '10', '11', '5', '6'], 'time': [1550, 1652, 1968, 2034, 2562, 2877, 2956, 3574, 3762, 3937, 4010, 4271, 4289]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['9', '1', '4', '2', '3', '7', '6', '8', '12', '12', '10', '11', '5', '6'], 'time': [1137, 1562, 1931, 2004, 2501, 2846, 2919, 3350, 3592, 3913, 3974, 4180, 4277, 4301]}, 'edge': {'target': [], 'time': []}}}","[-2, 8, 24]","[4058, 36, 81]",0,0,29,"[None, None, None]","['', -2, -4, -24, -48, -2, 8, -48, 24, 4, -4, -24, -24]",1438363,10113,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,19,"[2369, 2897, 3713]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [1474]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3'], 'time': [1382]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '0', '3'], 'time': [672, 1206, 1848]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, 48]","[1464, 24, 313]",0,0,46,"[None, None, None]","['', -2, -4, 48, 48, 2, 4, -48, 24, 4, -8, 24, -24]",1448652,10258,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,20,"[6122, 6938, 7474]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['7', '8', '3', '4', '11', '12'], 'time': [2101, 2734, 3410, 4400, 4725, 5067]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '7', '6', '8', '6', '3', '2', '4', '4', '11', '10', '12'], 'time': [1651, 1845, 2481, 2632, 3111, 3214, 3766, 4055, 4329, 4584, 4881, 4989]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '0', '3', '7', '6', '8', '6', '3', '3', '2', '4', '4', '11', '10', '12', '8'], 'time': [790, 917, 1414, 1802, 2269, 2487, 2845, 3129, 3542, 3717, 3893, 4178, 4536, 4851, 4917, 5245, 5323]}, 'edge': {'target': [], 'time': []}}}","[-4, 8, 24]","[4810, 317, 35]",0,0,27,"[None, None, None]","['', -4, 8, 24, 24, 2, 4, -48, 24, -2, -4, -24, -24]",1459277,10594,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,21,"[2400, 2968, 3472]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [1572]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3'], 'time': [1504]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '5', '3'], 'time': [661, 704, 1886]}, 'edge': {'target': [], 'time': []}}}","[-2, 4, 48]","[1205, 64, 4]",0,0,54,"[None, None, None]","['', -2, 4, 48, -24, 2, 8, 24, 48, 2, 4, -24, -48]",1469246,9937,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,22,"[2104, 3047, 3616]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [1333]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '7'], 'time': [1256, 1486]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '0', '0', '3', '7'], 'time': [534, 583, 904, 1462, 1516]}, 'edge': {'target': [], 'time': []}}}","[4, -4, 48]","[1154, 440, 69]",0,0,52,"[None, None, None]","['', 4, -4, 48, -48, 2, 8, -48, 24, -2, -4, -24, 48]",1478583,9304,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,23,"[4456, 5000, 5704]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['4', '3'], 'time': [1392, 3496]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['4', '2', '3', '7'], 'time': [1288, 1549, 3422, 3725]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '4', '2', '3', '7'], 'time': [1149, 1525, 1567, 3616, 4016]}, 'edge': {'target': [], 'time': []}}}","[-2, -8, 48]","[3413, 44, 203]",0,0,41,"[None, None, None]","['', -2, -8, 48, 24, 4, -8, 24, 48, 4, -4, 24, -48]",1490049,11433,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,24,"[3047, 3551, 4335]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['8', '7', '3'], 'time': [1181, 1648, 2054]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '6', '7', '3', '2', '4', '2'], 'time': [950, 1508, 1574, 2023, 2326, 2393, 2587]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '0', '8', '6', '7', '3', '2', '4', '2', '3'], 'time': [562, 859, 1485, 1538, 1944, 2290, 2369, 2575, 2605, 2623]}, 'edge': {'target': [], 'time': []}}}","[-2, -8, 48]","[2303, 1, 275]",0,0,40,"[None, None, None]","['', -2, -8, 48, 24, -2, 8, -48, -24, -2, 4, -48, 48]",1500354,10272,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,25,"[2094, 2614, 3454]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [1276]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3'], 'time': [1166]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['7', '9', '9', '3'], 'time': [554, 651, 826, 1620]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[1181, 18, 336]",0,0,60,"[None, None, None]","['', 4, 4, 48, -24, -4, -8, 24, -24, 2, -8, -24, 24]",1510772,10383,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,26,"[2561, 3137, 3761]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [1721]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '3'], 'time': [1528, 1655]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '1', '3'], 'time': [1273, 1552, 2128]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[1187, 75, 124]",0,0,60,"[None, None, None]","['', 4, 4, 48, -48, -2, 4, 48, -48, -4, 4, -24, -24]",1520957,10154,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,27,"[5336, 5904, 6416]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['3', '4', '11', '12', '8', '7'], 'time': [2202, 2916, 3506, 3878, 4324, 4583]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '1', '4', '10', '11', '10', '12', '8', '6', '7'], 'time': [2118, 2688, 2815, 3275, 3409, 3700, 3766, 4240, 4482, 4530]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['1', '3', '1', '4', '10', '11', '10', '12', '8', '6', '7'], 'time': [1275, 2500, 2742, 3100, 3312, 3669, 3736, 4069, 4457, 4512, 4754]}, 'edge': {'target': [], 'time': []}}}","[-2, 8, 24]","[3637, 65, 13]",0,0,29,"[None, None, None]","['', 2, -4, -48, -48, -2, -4, -24, -48, -2, 8, 24, 24]",1531918,10929,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,28,"[8105, 8705, 9513]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['3', '4', '11', '12', '8', '7', '9', '10', '5', '6', '1', '2'], 'time': [1309, 1672, 2188, 3078, 3347, 3627, 4462, 4664, 5378, 5591, 5934, 6666]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '2', '4', '10', '11', '10', '12', '12', '8', '6', '7', '6', '5', '0', '9', '10', '0', '5', '6', '6', '5', '5', '6', '1', '2'], 'time': [1224, 1521, 1575, 2000, 2127, 2363, 2673, 2915, 3291, 3533, 3600, 4060, 4163, 4218, 4345, 4606, 4830, 4854, 4885, 5030, 5073, 5315, 5527, 5885, 6582]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '3', '2', '4', '10', '11', '10', '12', '12', '8', '6', '7', '6', '5', '0', '9', '10', '9', '0', '5', '6', '6', '5', '5', '6', '5', '1', '2', '3', '2', '3'], 'time': [890, 1485, 1551, 1909, 2103, 2333, 2430, 2757, 3169, 3497, 3569, 3757, 4085, 4176, 4279, 4570, 4776, 4818, 4842, 4872, 4909, 5054, 5103, 5497, 5733, 5782, 6060, 6770, 7121, 7206, 7242]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[7161, 98, 306]",0,0,49,"[None, None, None]","['', -4, -4, -48, -24, 2, 8, 24, -48, 4, 4, 48, 48]",1542983,11033,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,29,"[3429, 4092, 4661]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['11', '12'], 'time': [2336, 2769]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['8', '6', '5', '11', '10', '12', '8'], 'time': [1689, 2052, 2071, 2175, 2513, 2604, 2919]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '0', '8', '6', '5', '11', '10', '12', '8'], 'time': [634, 1561, 1695, 2065, 2083, 2477, 2562, 2871, 2925]}, 'edge': {'target': [], 'time': []}}}","[2, 4, 48]","[2129, 161, 68]",0,0,57,"[None, None, None]","['', -4, -4, -24, 48, -4, -8, -24, 48, 2, 4, 48, 48]",1553305,10285,mouselab-mdp,False
607eaaad77aa82a7a32b9c74,30,"[2455, 3135, 3688]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['11'], 'time': [1235]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '11', '8'], 'time': [1044, 1147, 1717]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '9', '11', '8'], 'time': [698, 961, 1092, 1395, 1729]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 48]","[1590, 176, 49]",0,0,44,"[None, None, None]","['', 2, 4, 24, 48, -2, 8, 24, -24, -4, -4, 48, 48]",1564066,10729,mouselab-mdp,False
614729995b2ed1d007babcc7,1,"[12023, 13197, 14262]","['up', 'up', 'left']",begin,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['5'], 'time': [7708]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '5'], 'time': [6155, 6405, 7372]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '5', '5'], 'time': [3084, 6195, 6656, 9336]}, 'edge': {'target': [], 'time': []}}}","[-2, 4, 24]","[7582, 643, 546]",0,0,30,"[None, None, None]","['', -2, 4, -24, 24, -4, -8, 24, -48, -4, -4, -48, -24]",1532343,17569,mouselab-mdp,False
614729995b2ed1d007babcc7,2,"[7461, 8660, 10223]","['left', 'left', 'down']",begin,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0'], 'time': [13622]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, -48]","[4976, 675, 1037]",0,0,-49,"[None, None, None]","['', -4, -8, -48, 48, -2, 8, 48, 48, -2, -4, -48, -48]",1547604,15065,mouselab-mdp,False
614729995b2ed1d007babcc7,3,"[7587, 8663, 10555]","['right', 'right', 'down']",begin,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['1', '9', '5'], 'time': [4257, 5184, 5857]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '9', '0', '5'], 'time': [3978, 4930, 5464, 5526]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '9', '0', '5'], 'time': [3795, 4609, 5442, 5478, 6342]}, 'edge': {'target': [], 'time': []}}}","[2, 4, -48]","[5529, 537, 1377]",0,0,-40,"[None, None, None]","['', -2, 4, 24, 48, 2, 4, -48, -48, -2, 8, 48, -24]",1562247,14445,mouselab-mdp,False
614729995b2ed1d007babcc7,4,"[3583, 4632, 5945]","['up', 'up', 'right']",begin,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5'], 'time': [10756, 10768]}, 'edge': {'target': [], 'time': []}}}","[-4, 4, -24]","[1691, 528, 780]",0,0,-19,"[None, None, None]","['', -4, 4, -24, 48, 2, 4, -48, 24, 4, -8, -24, 24]",1577566,15119,mouselab-mdp,False
614729995b2ed1d007babcc7,5,"[4583, 5680, 6896]","['left', 'left', 'up']",begin,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0'], 'time': [12223]}, 'edge': {'target': [], 'time': []}}}","[4, 8, 24]","[2460, 577, 700]",0,0,41,"[None, None, None]","['', -4, -8, -48, 48, -2, -8, -48, -24, 4, 8, 24, -48]",1591379,13606,mouselab-mdp,False
614729995b2ed1d007babcc7,6,"[9974, 11062, 14420]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '5', '5', '6'], 'time': [4975, 7517, 8231, 8429]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '5', '5', '6'], 'time': [2074, 5772, 7635, 8356, 15971]}, 'edge': {'target': [], 'time': []}}}","[-4, 8, -24]","[7370, 564, 2811]",0,0,-15,"[None, None, None]","['', -4, 4, -48, -48, -4, 8, -24, 24, 2, -4, 48, 48]",1608592,17003,mouselab-mdp,False
614729995b2ed1d007babcc7,7,"[3578, 4584, 5685]","['up', 'up', 'right']",begin,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0'], 'time': [1216, 12580]}, 'edge': {'target': [], 'time': []}}}","[4, -8, 48]","[1888, 473, 591]",0,0,49,"[None, None, None]","['', 4, -8, 48, 24, 4, -4, 48, 48, -4, 8, -48, 24]",1622586,13795,mouselab-mdp,False
614729995b2ed1d007babcc7,8,"[17025, 18067, 19330]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['9', '1', '5', '2', '6', '8', '7'], 'time': [2861, 4323, 5333, 6332, 8419, 9900, 11308]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '9', '2', '1', '6', '5', '2', '6', '8', '7'], 'time': [2073, 2627, 3653, 4021, 4834, 4935, 5983, 8131, 9113, 10778]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '9', '2', '1', '6', '5', '1', '2', '1', '5', '6', '8', '6', '7', '6'], 'time': [1106, 2140, 3121, 3802, 4637, 4852, 5634, 5899, 6831, 7088, 8062, 9095, 10460, 10692, 11810, 13054]}, 'edge': {'target': [], 'time': []}}}","[4, -8, 48]","[15509, 515, 741]",0,0,42,"[None, None, None]","['', -4, 4, 24, 24, 4, -8, 48, -48, -2, -8, 24, 24]",1645101,22309,mouselab-mdp,False
614729995b2ed1d007babcc7,9,"[4470, 5543, 7427]","['left', 'left', 'down']",begin,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0'], 'time': [2275, 13124]}, 'edge': {'target': [], 'time': []}}}","[4, -8, -48]","[1559, 546, 1353]",0,0,-47,"[None, None, None]","['', -4, 4, 24, 24, -2, 8, 24, -48, 4, -8, -24, -48]",1659400,14099,mouselab-mdp,False
614729995b2ed1d007babcc7,10,"[8472, 9499, 10660]","['right', 'right', 'down']",begin,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['5', '6', '8'], 'time': [4599, 5431, 6366]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '6', '8'], 'time': [2934, 4216, 5166, 6046]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['12', '9', '5', '5', '6', '8'], 'time': [1385, 1453, 3358, 4917, 5928, 7027]}, 'edge': {'target': [], 'time': []}}}","[2, -4, 24]","[6319, 487, 630]",0,0,24,"[None, None, None]","['', 4, 4, 48, -24, 2, -4, 48, 24, -4, -4, -48, 24]",1672780,13178,mouselab-mdp,False
614729995b2ed1d007babcc7,11,"[13720, 14622, 15564]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '8'], 'time': [3406, 4397, 5503, 6917, 8573, 9773, 10514, 11384]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '2', '4', '3', '0', '5', '6', '6', '7', '8'], 'time': [2876, 3950, 5028, 6372, 7903, 8251, 9017, 9430, 10245, 11015]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '1', '2', '4', '2', '3', '0', '5', '6', '6', '7', '6'], 'time': [1162, 3791, 5007, 6055, 6338, 7502, 8153, 9001, 9052, 10188, 10814, 10933]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, 48]","[11420, 377, 421]",0,0,39,"[None, None, None]","['', -4, 4, -24, 24, -2, -4, 48, 24, 2, 8, -48, 24]",1690940,17951,mouselab-mdp,False
614729995b2ed1d007babcc7,12,"[5688, 6493, 7277]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['8', '0'], 'time': [3533, 13728]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, -24]","[1333, 266, 259]",0,0,-25,"[None, None, None]","['', -2, -4, -24, 24, -2, 4, -24, -24, -4, 4, 24, -24]",1705796,14622,mouselab-mdp,False
614729995b2ed1d007babcc7,13,"[13588, 14614, 15666]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['9', '10', '12', '11', '2', '4', '3', '1'], 'time': [3091, 4074, 4939, 6223, 7717, 8732, 10018, 12013]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '12', '11', '1', '1', '2', '4', '4', '3', '1'], 'time': [2750, 3480, 4644, 5793, 6908, 7066, 7408, 8123, 8521, 9652, 11810]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '10', '12', '10', '11', '1', '1', '2', '4', '4', '3', '1'], 'time': [2721, 3447, 4463, 5376, 5627, 6858, 6927, 7305, 8105, 8141, 9039, 11184, 12427]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[11658, 496, 531]",0,0,53,"[None, None, None]","['', 4, 4, 48, -48, 4, 4, -48, 24, 2, 8, 24, -48]",1725112,19079,mouselab-mdp,False
614729995b2ed1d007babcc7,14,"[12657, 13727, 14678]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['1', '2', '4', '3', '5', '7', '8', '6'], 'time': [2702, 3430, 4068, 5085, 6754, 8484, 9355, 10373]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '2', '4', '3', '5', '6', '7', '6', '8', '6'], 'time': [2240, 3052, 3802, 4733, 5865, 7348, 7612, 8795, 8876, 10026]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['4', '1', '2', '4', '2', '3', '5', '6', '7', '6', '8'], 'time': [874, 3018, 3771, 4284, 4628, 5615, 7313, 7582, 8777, 8828, 9959]}, 'edge': {'target': [], 'time': []}}}","[-4, 4, 48]","[11023, 535, 402]",0,0,45,"[None, None, None]","['', -4, -8, 48, 48, -4, 4, 48, -24, 4, 8, -24, -48]",1742842,17365,mouselab-mdp,False
614729995b2ed1d007babcc7,15,"[6258, 7216, 8647]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': [], 'time': []}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9'], 'time': [4044, 4180]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '0', '9', '0'], 'time': [1534, 4053, 4579, 11917]}, 'edge': {'target': [], 'time': []}}}","[2, -8, -24]","[3574, 418, 903]",0,0,-25,"[None, None, None]","['', 2, 8, 24, -48, 4, 8, 24, 48, 2, -8, -24, 24]",1756479,13425,mouselab-mdp,False
614729995b2ed1d007babcc7,16,"[9976, 10870, 11607]","['up', 'up', 'left']",test,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['9', '12', '10', '11', '4', '2', '1'], 'time': [3195, 4009, 4761, 5591, 7120, 8036, 8673]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '9', '10', '12', '10', '11', '4', '2', '1'], 'time': [2486, 2527, 2899, 3502, 3732, 4464, 5079, 6246, 7708, 8358]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '9', '10', '9', '10', '12', '10', '11', '4', '2'], 'time': [1250, 2483, 2501, 2734, 3481, 3638, 4330, 5030, 6095, 7616, 8309]}, 'edge': {'target': [], 'time': []}}}","[4, 8, 48]","[7910, 345, 215]",0,0,58,"[None, None, None]","['', 4, 8, -24, 48, 4, -8, -48, 48, -4, 8, -24, -48]",1770794,14112,mouselab-mdp,False
