pid,trial_index,action_time,actions,block,path,queries,reward,rt,condition,bonus,score,simulation_mode,state_rewards,time_elapsed,trialTime,trial_type,reward_withheld
60185c812e31c90cbd82f28c,17,"[6440, 7026, 8277]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['11', '10'], 'time': [4222, 5655]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '11', '11', '10'], 'time': [3030, 3379, 3512, 3986, 5394]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['12', '9', '10', '11', '11', '10', '9', '0', '5'], 'time': [569, 3186, 3496, 3712, 4711, 9313, 9342, 9359, 9409]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 48]","[3776, 80, 733]",0,0,43,"[None, None, None]","['', 2, 4, 24, 48, -2, 8, 24, -24, -4, -4, 48, 48]",1115828,12610,mouselab-mdp,False
60185c812e31c90cbd82f28c,18,"[7284, 7903, 8472]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['6', '8', '5'], 'time': [3614, 5407, 6387]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '7', '1', '7', '8', '5'], 'time': [3182, 3348, 4051, 4583, 4850, 5166, 6033]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['6', '8', '0', '5', '6', '7', '1', '7', '6', '8', '5'], 'time': [1270, 1333, 3165, 3199, 4036, 4402, 4683, 4933, 5049, 5916, 11982]}, 'edge': {'target': [], 'time': []}}}","[2, -8, 48]","[4426, 104, 55]",0,0,44,"[None, None, None]","['', -4, 8, -24, 48, 2, -8, 24, 48, 2, -8, -24, -48]",1128329,12355,mouselab-mdp,False
60185c812e31c90cbd82f28c,19,"[5178, 5845, 6802]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['4', '3', '8'], 'time': [2530, 3425, 4645]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['2', '4', '2', '3', '5', '8'], 'time': [1985, 2234, 3034, 3101, 4051, 4389]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['2', '4', '2', '3', '5', '8'], 'time': [2184, 3019, 3067, 3900, 4066, 11784]}, 'edge': {'target': [], 'time': []}}}","[2, -8, 48]","[3991, 161, 451]",0,0,44,"[None, None, None]","['', 4, -8, -48, -24, 2, -8, -48, 48, -4, 8, 48, -48]",1140754,12288,mouselab-mdp,False
60185c812e31c90cbd82f28c,20,"[4059, 4706, 5470]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['11'], 'time': [2300]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '11', '10'], 'time': [1577, 1688, 2022, 2938]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '10', '11'], 'time': [1561, 1605, 1921, 2838]}, 'edge': {'target': [], 'time': []}}}","[4, -8, 24]","[2871, 134, 249]",0,0,24,"[None, None, None]","['', -2, -4, 48, 48, 2, 4, -48, 24, 4, -8, 24, -24]",1153385,12464,mouselab-mdp,False
60185c812e31c90cbd82f28c,21,"[4464, 4980, 5556]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['4', '3'], 'time': [2310, 3415]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['2', '4', '4', '2', '3'], 'time': [1646, 1800, 2013, 2778, 2978]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['10', '12', '0', '1', '2', '4', '4', '2'], 'time': [462, 512, 646, 829, 1763, 1812, 2750, 2811]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, 48]","[3215, 2, 45]",0,0,45,"[None, None, None]","['', -2, -4, 48, -24, 2, -4, -24, -48, 2, 8, -48, -24]",1174579,21056,mouselab-mdp,False
60185c812e31c90cbd82f28c,22,"[6549, 7342, 8135]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['12', '4', '8'], 'time': [3219, 4541, 5724]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '12', '10', '11', '2', '4', '1', '6', '8'], 'time': [2486, 2570, 2886, 3652, 3702, 3918, 4217, 5084, 5151, 5503]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['3', '0', '0', '9', '10', '12', '10', '11', '2', '4', '1', '6', '8'], 'time': [454, 770, 2453, 2502, 2868, 3638, 3668, 3818, 4051, 5067, 5101, 5201, 9617]}, 'edge': {'target': [], 'time': []}}}","[2, 8, 48]","[4497, 287, 282]",0,0,60,"[None, None, None]","['', 2, 4, 48, -48, 2, 8, -24, 48, 4, 8, 48, -48]",1184737,10019,mouselab-mdp,False
60185c812e31c90cbd82f28c,23,"[6627, 7393, 8155]","['left', 'left', 'up']",test,"['0', '0', '9', '10', '11']","{'click': {'state': {'target': ['11', '9'], 'time': [2444, 5952]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['11', '9', '10', '9'], 'time': [2051, 3029, 3497, 4312]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '11', '9', '10', '9'], 'time': [1934, 2946, 3445, 4245, 11596]}, 'edge': {'target': [], 'time': []}}}","[4, -4, 48]","[5053, 248, 244]",0,0,51,"[None, None, None]","['', -4, -4, 24, -24, 4, 4, 24, 48, 4, -4, 48, -48]",1196680,11792,mouselab-mdp,False
60185c812e31c90cbd82f28c,24,"[9656, 10257, 10885]","['up', 'up', 'left']",test,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['5', '1', '9', '12', '4'], 'time': [3214, 4316, 5191, 7176, 8844]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '5', '1', '9', '12', '10', '11', '4'], 'time': [2583, 2971, 3882, 4865, 6080, 7775, 7849, 8446]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '5', '5', '1', '9', '12', '10', '11', '4'], 'time': [967, 2572, 2683, 3854, 4833, 5665, 7747, 7795, 8430, 12999]}, 'edge': {'target': [], 'time': []}}}","[-2, 8, 48]","[7539, 94, 122]",0,0,54,"[None, None, None]","['', -2, 8, -48, 48, -4, -8, 24, 24, -2, -4, 48, -48]",1210870,14043,mouselab-mdp,False
60185c812e31c90cbd82f28c,25,"[6879, 7536, 8168]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['10', '1', '5'], 'time': [3599, 5086, 5982]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '10', '9', '1', '1', '1', '5'], 'time': [2331, 2361, 2593, 4113, 4143, 4410, 4797, 5559]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '9', '10', '10', '9', '1', '1', '1', '5'], 'time': [883, 2330, 2348, 2393, 4101, 4127, 4159, 4493, 5527, 10193]}, 'edge': {'target': [], 'time': []}}}","[4, 8, -48]","[5131, 144, 126]",0,0,-34,"[None, None, None]","['', 2, -8, -48, 24, 4, 8, 48, -48, 2, -4, 24, 24]",1222566,11543,mouselab-mdp,False
60185c812e31c90cbd82f28c,26,"[6768, 7534, 8928]","['up', 'up', 'left']",test,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['7', '4', '1'], 'time': [2001, 4345, 6081]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['7', '6', '1', '2', '2', '4', '2', '1'], 'time': [1580, 2613, 3363, 3398, 3646, 4080, 4911, 5362]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '7', '6', '1', '2', '2', '4', '2', '1', '5'], 'time': [1498, 2481, 2668, 3396, 3413, 3696, 4882, 5233, 9897, 9958]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 48]","[5596, 256, 884]",0,0,42,"[None, None, None]","['', -4, -4, 24, 48, 4, -4, -24, 24, -4, -4, 24, 24]",1233566,10870,mouselab-mdp,False
60185c812e31c90cbd82f28c,27,"[4196, 4813, 5437]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['3'], 'time': [2307]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['3', '2', '1'], 'time': [1721, 2887, 3053]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '3', '2', '1', '1', '0'], 'time': [872, 2871, 3021, 3706, 11084, 11098]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[2947, 109, 116]",0,0,60,"[None, None, None]","['', 4, 4, 48, -24, -4, -8, 24, -24, 2, -8, -24, 24]",1245120,11422,mouselab-mdp,False
60185c812e31c90cbd82f28c,28,"[4087, 4721, 5529]","['left', 'left', 'down']",test,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': ['12'], 'time': [3225]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12'], 'time': [2923]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12'], 'time': [2811, 11101]}, 'edge': {'target': [], 'time': []}}}","[4, 8, 48]","[1629, 98, 289]",0,0,64,"[None, None, None]","['', 2, -8, -24, -48, -2, -4, 48, 48, 4, 8, 48, 48]",1256733,11461,mouselab-mdp,False
60185c812e31c90cbd82f28c,29,"[4725, 5291, 6066]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['11', '8'], 'time': [2334, 3990]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['11', '5', '6', '8'], 'time': [2117, 3416, 3466, 3749]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['11', '5', '6', '8'], 'time': [3354, 3432, 3483, 11166]}, 'edge': {'target': [], 'time': []}}}","[2, 4, 48]","[3304, 58, 250]",0,0,57,"[None, None, None]","['', -4, 8, -24, -24, 2, 4, 48, 48, -2, 4, 24, -48]",1268535,11630,mouselab-mdp,False
60185c812e31c90cbd82f28c,30,"[5188, 5838, 6504]","['left', 'left', 'down']",test,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': ['4', '8', '12'], 'time': [2291, 3269, 4371]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '1', '5', '8', '12'], 'time': [1798, 1974, 2724, 2757, 2827, 3823]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '4', '1', '5', '8', '12'], 'time': [1782, 1810, 2711, 2741, 2774, 3744, 11110]}, 'edge': {'target': [], 'time': []}}}","[-2, -4, 48]","[3853, 132, 149]",0,0,44,"[None, None, None]","['', -2, -8, 48, -24, 2, -4, -48, -24, -2, -4, -48, 48]",1280079,11389,mouselab-mdp,False
5fc64e35746dd626bb337f76,1,"[7321, 8059, 8750]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['6', '10', '2', '9'], 'time': [1697, 2405, 3331, 6494]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '6', '9', '10', '0', '1', '2', '1', '8', '9'], 'time': [1170, 1504, 2154, 2254, 2989, 3106, 3239, 3474, 5775, 6192]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '5', '6', '9', '10', '0', '1', '2', '1', '8', '9', '7', '5'], 'time': [503, 1120, 1454, 1871, 2221, 2555, 3022, 3173, 3457, 3506, 5908, 6592, 11882, 12298]}, 'edge': {'target': [], 'time': []}}}","[-2, 8, -48]","[6476, 245, 205]",0,0,-41,"[None, None, None]","['', 4, 8, -48, 24, -2, 8, -48, -48, -4, 4, 48, -48]",1053190,14508,mouselab-mdp,False
5fc64e35746dd626bb337f76,2,"[3407, 6372, 6919]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['5', '9', '1'], 'time': [1567, 1978, 2364]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '0', '9', '1', '0'], 'time': [1414, 1763, 1930, 2230, 2548]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '0', '9', '1', '0', '6', '8'], 'time': [1297, 1714, 1830, 2147, 2498, 2564, 5200, 5584]}, 'edge': {'target': [], 'time': []}}}","[2, 4, -24]","[2278, 2455, 50]",0,0,-16,"[None, None, None]","['', -4, 4, -24, 24, 2, 4, -24, 48, -4, 8, -48, 48]",1064137,10882,mouselab-mdp,False
5fc64e35746dd626bb337f76,3,"[6708, 7740, 8254]","['right', 'right', 'down']",begin,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['5', '9', '1', '6', '8'], 'time': [1607, 2092, 2473, 5175, 6069]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '0', '9', '1', '0', '8', '6', '8'], 'time': [1291, 1843, 2025, 2392, 2826, 3449, 4665, 5528]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '0', '9', '1', '0', '8', '6', '8'], 'time': [1241, 1792, 1892, 2275, 2776, 2842, 4611, 5428, 6329]}, 'edge': {'target': [], 'time': []}}}","[2, -4, 24]","[5789, 542, 21]",0,0,22,"[None, None, None]","['', -4, -8, 24, 48, 2, -4, -24, 24, -4, 8, 48, 48]",1075421,11217,mouselab-mdp,False
5fc64e35746dd626bb337f76,4,"[6489, 7549, 8662]","['left', 'left', 'down']",begin,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': ['9', '1', '5', '10', '6'], 'time': [1323, 2205, 3384, 5071, 6049]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '9', '0', '1', '0', '5', '10', '6', '8'], 'time': [887, 1171, 2022, 2089, 2373, 3240, 4908, 5809, 6309]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '9', '0', '1', '0', '5', '10', '6', '8', '9', '11'], 'time': [687, 1137, 1471, 2039, 2339, 2406, 3507, 5192, 6243, 7071, 8346, 8762]}, 'edge': {'target': [], 'time': []}}}","[2, 8, -24]","[5667, 554, 600]",0,0,-14,"[None, None, None]","['', -2, 8, 48, 24, 2, -4, 48, -48, 2, 8, 24, -24]",1087784,12282,mouselab-mdp,False
5fc64e35746dd626bb337f76,5,"[5601, 6462, 7066]","['right', 'right', 'down']",begin,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['10', '6', '4', '3', '8'], 'time': [1277, 1949, 3115, 3610, 4219]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '9', '6', '8', '5', '2', '4', '2', '2', '3', '5', '8', '12', '12', '5'], 'time': [1031, 1248, 1615, 1815, 2249, 2532, 2799, 2966, 3300, 3483, 3550, 3951, 4118, 4635, 4901, 5535]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '10', '9', '6', '8', '5', '2', '4', '2', '2', '3', '5', '6', '8', '12', '12', '5', '8'], 'time': [580, 1098, 1481, 1648, 2098, 2449, 2599, 2933, 3250, 3333, 3500, 3800, 3984, 4052, 4368, 4668, 4952, 5702, 7888]}, 'edge': {'target': [], 'time': []}}}","[-2, 4, 24]","[4874, 375, 112]",0,0,26,"[None, None, None]","['', -2, 4, -24, -24, -2, 4, 48, 24, -4, -8, 24, -48]",1098690,10801,mouselab-mdp,False
5fc64e35746dd626bb337f76,6,"[7390, 7953, 8498]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['12', '7', '9'], 'time': [1314, 1962, 5908]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '5', '7', '6', '5', '0', '8', '9', '5'], 'time': [1140, 1675, 1791, 2125, 2476, 2559, 4861, 5712, 6462]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '5', '7', '6', '5', '0', '8', '9', '5'], 'time': [1057, 1474, 1708, 2092, 2158, 2509, 2675, 5479, 6029, 9599]}, 'edge': {'target': [], 'time': []}}}","[-4, 4, 24]","[6557, 72, 50]",0,0,26,"[None, None, None]","['', 4, -8, 48, -24, -4, 4, 24, 24, -2, -4, 24, 24]",1111008,12234,mouselab-mdp,False
5fc64e35746dd626bb337f76,7,"[4191, 4719, 5248]","['left', 'left', 'down']",begin,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': ['12', '7', '9', '5'], 'time': [1894, 2382, 3137, 3652]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '0', '5', '7', '6', '9', '5'], 'time': [1441, 2059, 2109, 2193, 2559, 2976, 3527]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '0', '5', '7', '6', '9', '5'], 'time': [1057, 1992, 2093, 2126, 2526, 2594, 3276, 3794]}, 'edge': {'target': [], 'time': []}}}","[2, 8, 48]","[3412, 40, 36]",0,0,59,"[None, None, None]","['', 2, 8, 48, 24, -4, 4, -48, 24, 2, 8, 48, 48]",1123346,12261,mouselab-mdp,False
5fc64e35746dd626bb337f76,8,"[6024, 6578, 7115]","['left', 'left', 'down']",begin,"['0', '0', '9', '10', '12']","{'click': {'state': {'target': ['12', '7', '9', '5', '10'], 'time': [1569, 2035, 3152, 3619, 5455]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '9', '7', '5', '0', '9', '5', '0', '10'], 'time': [1259, 1710, 1809, 2227, 2928, 2977, 3528, 5013, 5296]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '9', '7', '5', '0', '9', '5', '0', '10', '12'], 'time': [1159, 1676, 1726, 2160, 2894, 2944, 3361, 3761, 5096, 5563, 5630]}, 'edge': {'target': [], 'time': []}}}","[-2, 4, 48]","[5153, 63, 50]",0,0,50,"[None, None, None]","['', -2, -8, 48, 24, -2, 8, -48, -24, -2, 4, -48, 48]",1133462,10032,mouselab-mdp,False
5fc64e35746dd626bb337f76,9,"[4701, 5237, 5756]","['right', 'right', 'down']",begin,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['12', '7', '8', '11', '5'], 'time': [1444, 2143, 2642, 3215, 3847]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '5', '7', '6', '8', '9', '11', '9', '5', '0', '9', '0'], 'time': [1341, 1708, 1807, 2325, 2475, 2976, 3059, 3377, 3794, 4043, 4177, 4477]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '5', '7', '6', '8', '9', '11', '9', '5', '0', '9', '0', '8'], 'time': [1141, 1591, 1724, 2291, 2392, 2759, 3026, 3344, 3427, 3994, 4143, 4427, 4594, 6780]}, 'edge': {'target': [], 'time': []}}}","[2, -4, 24]","[3838, 26, 28]",0,0,22,"[None, None, None]","['', 2, 8, -48, -24, 2, -4, -48, 24, 2, -4, -24, -24]",1144995,11452,mouselab-mdp,False
5fc64e35746dd626bb337f76,10,"[10508, 11587, 12125]","['right', 'right', 'up']",begin,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['4', '1', '2', '12', '9', '5', '8', '7'], 'time': [1585, 2742, 4017, 6057, 7966, 8718, 8990, 9731]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['1', '4', '1', '5', '8', '5', '2', '1', '0', '2', '9', '12', '8', '6', '5', '9', '9', '10', '9', '5', '8', '6', '7', '6'], 'time': [1282, 1415, 1732, 1799, 1949, 2083, 2300, 2616, 2883, 3884, 5620, 5853, 6537, 7054, 7254, 7306, 7504, 7722, 7889, 8589, 8906, 9423, 9673, 9857]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '1', '4', '1', '5', '8', '5', '2', '1', '0', '2', '1', '9', '12', '8', '6', '5', '9', '9', '10', '9', '5', '8', '8', '6', '7', '6', '8', '8'], 'time': [1215, 1315, 1699, 1765, 1849, 2033, 2116, 2583, 2868, 2900, 4151, 5586, 5686, 6237, 7037, 7104, 7272, 7355, 7688, 7822, 8089, 8823, 9123, 9390, 9523, 9840, 9891, 10391, 13745]}, 'edge': {'target': [], 'time': []}}}","[4, -8, 48]","[9514, 561, 49]",0,0,41,"[None, None, None]","['', -4, 4, 24, 24, 4, -8, 48, -48, -2, -8, 24, 24]",1159559,14462,mouselab-mdp,False
5fc64e35746dd626bb337f76,11,"[4393, 4930, 5501]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['12', '7', '5', '6'], 'time': [1220, 1802, 2725, 3912]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['9', '10', '12', '0', '7', '6', '5', '5', '0', '9', '0', '6', '8'], 'time': [984, 1051, 1118, 1485, 1702, 1952, 2353, 2553, 3087, 3187, 3321, 3704, 4105]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '9', '10', '12', '0', '7', '6', '5', '5', '0', '9', '0', '5', '6', '8', '8', '8', '1', '2', '4', '1', '6'], 'time': [434, 1034, 1068, 1435, 1502, 1919, 1969, 2386, 2837, 3137, 3287, 3337, 3388, 4072, 4155, 7042, 7574, 10361, 10427, 10628, 10711, 10828]}, 'edge': {'target': [], 'time': []}}}","[-4, 8, 48]","[3758, 41, 62]",0,0,53,"[None, None, None]","['', 2, 4, 48, 24, -4, 8, 48, 48, 2, -4, -48, -24]",1172620,12978,mouselab-mdp,False
5fc64e35746dd626bb337f76,12,"[4094, 5022, 5586]","['right', 'right', 'down']",test,"['0', '0', '5', '6', '8']","{'click': {'state': {'target': ['11', '8', '6'], 'time': [1343, 1980, 3405]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['11', '9', '0', '8', '5', '6'], 'time': [1128, 1463, 1496, 1862, 2964, 3230]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '11', '9', '0', '8', '5', '6'], 'time': [1012, 1446, 1479, 1629, 2096, 2980, 3498]}, 'edge': {'target': [], 'time': []}}}","[4, 8, 48]","[3341, 423, 70]",0,0,62,"[None, None, None]","['', 2, 4, -24, -24, 4, 8, -48, 48, 2, 4, -24, -48]",1183719,11024,mouselab-mdp,False
5fc64e35746dd626bb337f76,13,"[3541, 4057, 4585]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['12', '7', '6'], 'time': [1290, 2066, 3132]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '5', '6', '7', '6', '8', '6', '8'], 'time': [1135, 1771, 1850, 1953, 2220, 2470, 2921, 3388]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '5', '6', '7', '6', '8', '6', '8'], 'time': [885, 1436, 1848, 1886, 2187, 2353, 2720, 3271, 4022]}, 'edge': {'target': [], 'time': []}}}","[2, 8, 48]","[2741, 12, 29]",0,0,60,"[None, None, None]","['', 2, -4, -24, 24, 2, 8, 48, 48, 2, -8, 48, -24]",1196831,13016,mouselab-mdp,False
5fc64e35746dd626bb337f76,14,"[5974, 6508, 7100]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['12', '11', '8', '4', '3', '2'], 'time': [1321, 2005, 2751, 3897, 4329, 5413]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['12', '9', '11', '8', '6', '7', '2', '4', '3', '2', '1', '2', '1'], 'time': [1174, 1757, 1857, 2692, 3192, 3392, 3642, 3776, 4243, 5028, 5194, 5278, 5545]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '12', '9', '11', '8', '8', '6', '7', '2', '4', '3', '2', '1', '2', '1'], 'time': [1023, 1457, 1774, 2124, 2926, 3176, 3259, 3542, 3659, 4059, 4460, 5078, 5225, 5511, 6128]}, 'edge': {'target': [], 'time': []}}}","[4, 4, 48]","[5133, 29, 104]",0,0,55,"[None, None, None]","['', 4, 4, 48, -48, -2, -8, -48, -24, 2, 4, -24, -48]",1207930,11006,mouselab-mdp,False
5fc64e35746dd626bb337f76,15,"[8341, 8867, 9646]","['right', 'right', 'up']",test,"['0', '0', '5', '6', '7']","{'click': {'state': {'target': ['8', '11', '4', '3', '12', '7', '6', '5'], 'time': [1379, 2235, 3046, 3862, 4488, 5190, 5998, 7894]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['5', '8', '6', '7', '1', '11', '10', '10', '4', '1', '3', '5', '0', '12', '5', '7', '6', '5', '6', '5', '9', '10', '9', '1', '5'], 'time': [1091, 1208, 1775, 1858, 1942, 2025, 2392, 2693, 2793, 3377, 3627, 4010, 4127, 4377, 4878, 4928, 5295, 5646, 5846, 6863, 6897, 6930, 7197, 7381, 7698]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '5', '8', '6', '7', '1', '11', '10', '10', '11', '4', '1', '3', '5', '0', '12', '5', '7', '6', '8', '5', '6', '5', '9', '10', '9', '1', '5', '8'], 'time': [1041, 1141, 1608, 1825, 1909, 1958, 2359, 2442, 2709, 2743, 3143, 3527, 3944, 4078, 4144, 4618, 4895, 5279, 5312, 5579, 5779, 6847, 6881, 6913, 7180, 7280, 7581, 8031, 10767]}, 'edge': {'target': [], 'time': []}}}","[4, -8, 48]","[7593, 18, 279]",0,0,41,"[None, None, None]","['', -4, 8, -24, -24, 4, -8, 48, -24, -4, -8, -24, -48]",1219903,11852,mouselab-mdp,False
5fc64e35746dd626bb337f76,16,"[4802, 5389, 5891]","['up', 'up', 'right']",test,"['0', '0', '1', '2', '3']","{'click': {'state': {'target': ['12', '7', '4', '3'], 'time': [1164, 1819, 2463, 3336]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '12', '5', '7', '1', '4', '1', '1', '3', '1', '1', '2'], 'time': [748, 982, 1548, 1649, 2199, 2349, 2667, 3017, 3267, 3651, 3918, 4134]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['0', '0', '12', '5', '7', '1', '4', '1', '1', '3', '1', '1', '2', '5'], 'time': [464, 798, 1298, 1582, 1949, 2217, 2583, 2766, 3051, 3434, 3767, 4101, 4318, 7324]}, 'edge': {'target': [], 'time': []}}}","[-4, -4, 48]","[4125, 85, 5]",0,0,41,"[None, None, None]","['', -4, -4, 48, 24, -4, -4, -24, -48, -4, 4, 48, -24]",1231155,11149,mouselab-mdp,False
5fc64e35746dd626bb337f76,17,"[5420, 5962, 6482]","['up', 'up', 'left']",test,"['0', '0', '1', '2', '4']","{'click': {'state': {'target': ['8', '7', '11', '12', '4'], 'time': [1229, 2395, 3133, 3667, 4441]}, 'edge': {'target': [], 'time': []}}, 'mouseover': {'state': {'target': ['0', '8', '0', '9', '11', '1', '7', '6', '5', '11', '10', '12', '9', '4'], 'time': [680, 1013, 1631, 1664, 1798, 2065, 2265, 2565, 2766, 2932, 3266, 3533, 4083, 4334]}, 'edge': {'target': [], 'time': []}}, 'mouseout': {'state': {'target': ['5', '0', '8', '0', '9', '11', '1', '7', '6', '5', '11', '10', '12', '9', '4', '0'], 'time': [196, 730, 1364, 1647, 1681, 2015, 2081, 2499, 2632, 2816, 3232, 3436, 3783, 4100, 4550, 7320]}, 'edge': {'target': [], 'time': []}}}","[2, -4, 48]","[4810, 25, 12]",0,0,46,"[None, None, None]","['', 2, -4, 24, 48, -2, 4, -48, -48, -4, 4, 24, -24]",1243512,12260,mouselab-mdp,False
