A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,initialized,0,,1556651819868
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,window_resize,0,"[1024, 727]",1556651819868
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,window_resize,393,"[1024, 727]",1556651820261
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,window_resize,154803,"[1388, 680]",1556651975064
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,102248,off,1556652077312
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,1,on,1556652077313
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,82875,off,1556652160188
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,0,on,1556652160188
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,113163,off,1556652273351
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,1,on,1556652273352
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,136613,off,1556652409965
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,0,on,1556652409965
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,151239,off,1556652561204
A3TR9Y4WENJKSC:3TVSS0C0E27A26SU1AZGN0FIC0WWTJ,focus,8584,on,1556652569788
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,initialized,0,,1556651815634
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,window_resize,0,"[1024, 768]",1556651815634
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,window_resize,834,"[1024, 768]",1556651816468
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,69144,off,1556651885612
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,30969,on,1556651916581
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,9614,off,1556651926195
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,3323,on,1556651929518
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,2593,off,1556651932111
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,21126,on,1556651953237
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,101460,off,1556652054697
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,0,on,1556652054697
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,6537,off,1556652061234
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,11998,on,1556652073232
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,161725,off,1556652234957
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,5124,on,1556652240081
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,6526,off,1556652246607
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,2208,on,1556652248815
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,42045,off,1556652290860
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,13303,on,1556652304163
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,1276,off,1556652305439
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,22754,on,1556652328193
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,19770,off,1556652347963
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,52762,on,1556652400725
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,14394,off,1556652415119
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,31479,on,1556652446598
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,2159,off,1556652448757
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,21999,on,1556652470756
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,27478,off,1556652498234
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,52158,on,1556652550392
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,8124,off,1556652558516
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,17975,on,1556652576491
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,20261,off,1556652596752
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,17973,on,1556652614725
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,2737,off,1556652617462
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,9833,on,1556652627295
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,10502,off,1556652637797
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,4554,on,1556652642351
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,63484,off,1556652705835
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,2366,on,1556652708201
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,30385,off,1556652738586
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,6448,on,1556652745034
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,127566,off,1556652872600
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,7613,on,1556652880213
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,89987,off,1556652970200
A1VZXIAUASLRG9:3J4Q2Z4UTZAXAQ02K65LIV4VSTXWQ5,focus,5162,on,1556652975362
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,initialized,0,,1556653732938
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,window_resize,0,"[1024, 771]",1556653732938
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,window_resize,244,"[1024, 771]",1556653733182
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,15504,off,1556653748686
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,13789,on,1556653762475
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1380,off,1556653763855
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,226716,on,1556653990571
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,7778,off,1556653998349
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1067,on,1556653999416
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,5082,off,1556654004498
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,25,on,1556654004523
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,82,off,1556654004605
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1027,on,1556654005632
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1739,off,1556654007371
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1217,on,1556654008588
A2EXM21XS6NZV5:36ZN444YTS5COJ3HGC92SZ0NYHPIOK,focus,1952,off,1556654010540
